Evaluation Data,,,,,,,,
Evaluation Index,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Response 1
5674,5,3,4,8,6,8,5,1689.344849
130,1,3,5,1,6,7,1,1689.574585
5135,5,8,7,1,6,7,1,1689.577515
9776,8,1,6,2,6,7,1,1689.635132
2406,2,4,2,3,6,7,1,1689.693237
4771,4,7,4,3,6,7,1,1689.695557
3056,3,1,7,3,6,7,1,1689.700806
1691,2,7,8,3,6,7,1,1689.702759
6696,6,1,1,4,6,7,1,1689.761597
4057,4,5,5,4,6,7,1,1689.766602
2132,2,2,8,4,6,7,1,1689.772461
2847,3,8,2,5,6,7,1,1689.837769
5772,5,2,2,5,6,7,1,1689.838379
767,1,8,6,5,6,7,1,1689.843872
3900,4,2,2,1,2,5,1,1689.860474
4460,4,2,7,1,2,5,1,1689.86853
6826,6,3,5,2,2,5,1,1689.918579
4901,4,6,7,2,2,5,1,1689.922241
8541,7,6,1,3,2,5,1,1689.969971
9906,8,3,3,3,2,5,1,1689.9729
8698,7,3,4,7,6,7,1,1690.015991
9854,8,4,8,7,6,7,1,1690.023804
404,1,2,8,7,6,7,1,1690.023926
5902,5,4,5,4,2,5,1,1690.037964
897,1,5,2,5,2,5,1,1690.099731
2769,3,5,3,8,6,7,1,1690.116455
3484,3,2,3,8,6,7,1,1690.116577
9139,8,7,5,8,6,7,1,1690.119385
7774,7,4,6,8,6,7,1,1690.12146
1769,2,5,7,8,6,7,1,1690.123535
5538,5,3,2,6,2,5,1,1690.171753
7463,6,8,6,6,2,5,1,1690.178101
3459,3,7,2,7,2,5,1,1690.249512
9829,8,6,3,7,2,5,1,1690.250977
1534,2,4,5,7,2,5,1,1690.254761
7904,7,1,7,7,2,5,1,1690.259033
4824,4,1,1,8,2,5,1,1690.333984
30,1,4,1,1,3,6,3,1692.106323
8675,7,7,8,1,3,6,3,1692.11731
9676,8,2,4,2,3,6,3,1692.16333
7751,7,8,6,2,3,6,3,1692.166138
1745,2,5,8,2,3,6,3,1692.170776
4671,4,8,1,3,3,6,3,1692.215576
8961,8,5,3,3,3,6,3,1692.218628
3956,4,2,7,3,3,6,3,1692.22583
3032,3,1,8,4,3,6,3,1692.289673
9753,8,5,2,5,3,6,3,1692.344849
9312,8,1,3,5,3,6,3,1692.346436
4593,4,5,2,6,3,6,3,1692.41687
1108,1,2,3,6,3,6,3,1692.418457
5308,5,2,5,6,3,6,3,1692.421631
5034,5,3,2,7,3,6,3,1692.495361
1954,2,3,3,7,3,6,3,1692.496826
6673,6,5,4,7,3,6,3,1692.498169
7674,7,3,3,8,3,6,3,1692.58252
744,1,1,3,8,3,6,3,1692.582642
2669,3,6,8,8,3,6,3,1692.592773
9655,8,8,5,1,3,7,6,1694.305298
5651,5,7,8,2,3,7,6,1694.36084
4936,4,1,5,3,3,7,6,1694.408081
9732,8,2,2,4,3,7,6,1694.460571
5377,5,5,4,4,3,7,6,1694.463257
7653,7,6,2,5,3,7,6,1694.521729
8017,7,5,6,5,3,7,6,1694.528076
9018,8,3,1,6,3,7,6,1694.58728
2088,2,1,1,6,3,7,6,1694.587402
9,1,5,1,7,3,7,6,1694.659668
6729,6,5,2,7,3,7,6,1694.660889
2648,3,1,6,7,3,7,6,1694.66748
8654,7,4,7,7,3,7,6,1694.669556
4299,4,7,2,8,3,7,6,1694.740112
5014,5,4,4,8,3,7,6,1694.743286
3089,3,5,6,8,3,7,6,1694.746826
6014,5,4,7,8,3,7,6,1694.749146
9810,8,3,1,1,4,7,5,1696.0979
2725,3,6,6,1,4,7,5,1696.104492
1801,2,5,4,2,4,7,5,1696.153564
6520,6,1,5,2,4,7,5,1696.155151
3881,4,5,7,2,4,7,5,1696.158691
8886,8,4,2,3,4,7,5,1696.206909
5091,5,7,3,3,4,7,5,1696.207886
2516,3,2,7,3,4,7,5,1696.214844
8171,7,7,8,3,4,7,5,1696.216919
4518,4,4,1,6,4,7,5,1696.403198
8808,8,1,2,6,4,7,5,1696.404419
5883,5,7,3,6,4,7,5,1696.405396
9523,8,7,4,7,4,7,5,1696.484863
1879,2,8,5,7,4,7,5,1696.486572
7598,7,4,6,7,4,7,5,1696.48877
1164,1,2,2,8,4,7,5,1696.568359
9249,8,5,3,8,4,7,5,1696.569458
9964,8,2,3,8,4,7,5,1696.56958
5860,5,2,3,1,2,7,7,1697.838501
8940,8,2,2,2,2,7,7,1697.883423
2220,2,2,2,2,2,7,7,1697.883545
3781,4,6,3,2,2,7,7,1697.884521
6861,6,6,2,3,2,7,7,1697.932617
4782,4,4,1,4,2,7,7,1697.984863
2857,3,5,5,4,2,7,7,1697.990479
9227,8,7,7,4,2,7,7,1697.994141
7862,7,4,7,5,2,7,7,1698.051636
3858,4,3,3,6,2,7,7,1698.106445
5783,5,8,7,6,2,7,7,1698.113403
5223,5,8,2,7,2,7,7,1698.171631
9864,8,1,1,8,2,7,7,1698.244019
7939,7,7,3,8,2,7,7,1698.246338
8149,7,6,5,8,2,7,7,1698.249634
6224,5,1,7,8,2,7,7,1698.254028
5880,5,1,2,1,1,5,3,1699.366211
3955,4,7,5,1,1,5,3,1699.370239
1876,2,2,4,2,1,5,3,1699.419434
9520,8,1,5,2,1,5,3,1699.421021
7595,7,7,8,2,1,5,3,1699.427124
6881,6,5,8,2,1,5,3,1699.427246
3591,3,8,1,3,1,5,3,1699.468262
9961,8,5,6,3,1,5,3,1699.476685
5516,5,2,8,3,1,5,3,1699.481323
2877,3,6,3,4,1,5,3,1699.529053
5957,5,6,8,4,1,5,3,1699.539185
6517,6,6,4,5,1,5,3,1699.592529
8883,8,7,1,6,1,5,3,1699.654541
588,1,2,2,6,1,5,3,1699.656494
2513,3,5,6,6,1,5,3,1699.663208
4879,4,8,4,7,1,5,3,1699.731201
9884,8,2,6,7,1,5,3,1699.735474
2954,3,3,6,7,1,5,3,1699.735596
9180,8,2,1,1,4,6,2,1700.413574
7255,6,8,4,1,4,6,2,1700.416748
9830,8,4,6,1,4,6,2,1700.42041
5826,5,3,2,2,4,6,2,1700.470337
8115,7,7,3,2,4,6,2,1700.471191
7465,6,5,4,2,4,6,2,1700.4729
8465,7,5,7,2,4,6,2,1700.478149
5540,5,2,7,2,4,6,2,1700.478271
1536,2,1,3,3,4,6,2,1700.531616
6541,6,6,5,3,4,6,2,1700.534302
2186,2,3,8,3,4,6,2,1700.540527
8906,8,3,8,3,4,6,2,1700.540527
9621,8,6,1,4,4,6,2,1700.593384
821,1,6,6,4,4,6,2,1700.600952
9467,8,7,8,5,4,6,2,1700.675659
3538,3,3,3,6,4,6,2,1700.742676
8543,7,8,6,6,4,6,2,1700.747314
7828,7,2,6,6,4,6,2,1700.747803
6904,6,1,4,7,4,6,2,1700.827759
2173,2,6,5,7,4,6,2,1700.829346
4748,4,2,7,7,4,6,2,1700.833618
8335,7,8,4,1,6,7,2,1702.09436
5255,5,8,8,1,6,7,2,1702.101196
7620,7,2,2,2,6,7,2,1702.150635
8776,8,1,3,2,6,7,2,1702.151855
8061,7,6,3,3,6,7,2,1702.214478
4981,4,6,5,3,6,7,2,1702.217285
3616,3,1,6,3,6,7,2,1702.219116
536,1,1,7,3,6,7,2,1702.220947
9986,8,3,7,3,6,7,2,1702.220947
977,1,5,7,4,6,7,2,1702.289551
5696,5,1,8,4,6,7,2,1702.291748
3903,4,8,3,5,6,7,2,1702.3573
1328,2,1,7,5,6,7,2,1702.364502
2538,3,3,1,6,6,7,2,1702.4375
3693,3,6,2,6,6,7,2,1702.438477
6333,6,6,3,6,6,7,2,1702.439697
1978,2,3,5,6,6,7,2,1702.442871
9413,8,6,8,6,6,7,2,1702.448853
2979,3,7,1,7,6,7,2,1702.52771
7698,7,3,1,7,6,7,2,1702.527954
6059,5,7,6,7,6,7,2,1702.535156
5618,5,3,6,7,6,7,2,1702.5354
1614,2,4,2,8,6,7,2,1702.629883
4694,4,4,8,8,6,7,2,1702.640625
5310,5,4,1,1,5,7,4,1703.233398
6675,6,7,2,1,5,7,4,1703.234131
3385,3,5,4,1,5,7,4,1703.236938
7675,7,7,5,1,5,7,4,1703.238159
5960,5,1,7,1,5,7,4,1703.241821
8390,7,4,7,1,5,7,4,1703.241821
9755,8,7,8,1,5,7,4,1703.24353
6751,6,8,3,2,5,7,4,1703.289917
31,1,8,4,2,5,7,4,1703.29126
4595,4,7,7,2,5,7,4,1703.296509
7655,7,8,7,1,5,8,7,1703.327759
5036,5,2,7,3,5,7,4,1703.356079
3671,3,8,8,3,5,7,4,1703.35791
570,1,3,1,2,5,8,7,1703.370605
6940,6,2,3,2,5,8,7,1703.372803
1726,2,4,6,2,5,8,7,1703.376953
6290,6,3,8,2,5,8,7,1703.380737
8310,7,4,2,1,2,5,2,1703.399658
7750,7,4,3,1,2,5,2,1703.401001
6385,6,5,5,1,2,5,2,1703.404053
746,1,3,8,4,5,7,4,1703.422485
1011,1,7,2,3,5,8,7,1703.425537
361,1,5,4,3,5,8,7,1703.428345
6016,5,1,5,3,5,8,7,1703.429932
2936,3,1,6,3,5,8,7,1703.431519
8751,8,8,1,2,2,5,2,1703.450562
2745,3,5,1,2,2,5,2,1703.451294
2385,2,5,1,1,7,8,4,1703.458252
3750,3,4,3,1,7,8,4,1703.460449
460,1,2,3,1,7,8,4,1703.460571
2381,2,6,7,2,2,5,2,1703.460938
6830,6,4,8,1,7,8,4,1703.467773
6597,6,6,1,5,5,7,4,1703.480591
9657,8,5,1,4,5,8,7,1703.483643
7753,7,5,4,5,5,7,4,1703.484619
9096,8,1,3,4,5,8,7,1703.486084
7312,6,1,5,5,5,7,4,1703.486328
456,1,1,3,3,2,5,2,1703.510864
3031,3,8,5,3,2,5,2,1703.513306
2826,3,3,1,2,7,8,4,1703.515137
4465,4,5,3,2,7,8,4,1703.51709
9311,8,8,8,3,2,5,2,1703.519897
4751,4,8,8,2,7,8,4,1703.524536
6653,6,6,6,5,5,8,7,1703.554688
7038,6,4,1,6,5,7,4,1703.556885
1383,2,8,2,6,5,7,4,1703.557617
2593,3,5,3,6,5,7,4,1703.559448
668,1,2,7,6,5,7,4,1703.566406
8963,8,7,8,6,5,7,4,1703.568604
1821,2,6,2,4,2,5,2,1703.569946
3382,3,4,5,4,2,5,2,1703.574829
7831,7,8,3,3,7,8,4,1703.578491
9752,8,1,7,4,2,5,2,1703.578857
5906,5,3,7,3,7,8,4,1703.584961
8733,7,6,2,6,5,8,7,1703.618896
4938,4,3,3,6,5,8,7,1703.620361
3013,3,6,5,6,5,8,7,1703.623169
3728,3,1,6,6,5,8,7,1703.625122
8018,7,3,8,6,5,8,7,1703.629395
5673,5,5,1,7,5,7,4,1703.640503
8832,8,1,1,4,7,8,4,1703.644409
2822,3,4,7,5,2,5,2,1703.644531
3034,3,3,4,7,5,7,4,1703.644653
5752,5,1,3,4,7,8,4,1703.646729
7368,6,1,3,7,5,8,7,1703.697388
9388,8,2,4,6,2,5,2,1703.709473
7467,6,7,3,5,7,8,4,1703.720337
9314,8,3,8,8,5,7,4,1703.745239
4014,4,4,1,8,5,8,7,1703.780029
5748,5,2,3,7,2,5,2,1703.784912
3823,4,8,5,7,2,5,2,1703.787842
7094,6,4,7,8,5,8,7,1703.789307
743,1,8,7,7,2,5,2,1703.792358
4828,4,2,5,6,7,8,4,1703.805298
7258,6,3,5,6,7,8,4,1703.805298
9833,8,5,7,6,7,8,4,1703.808838
5543,5,8,8,6,7,8,4,1703.810913
8468,7,2,8,6,7,8,4,1703.811035
1744,2,1,5,8,2,5,2,1703.872314
5829,5,6,3,7,7,8,4,1703.893066
1748,2,2,7,7,7,8,4,1703.89978
824,1,1,7,8,7,8,4,1704.001343
7500,6,2,2,1,4,8,8,1705.832886
9151,8,8,6,2,4,8,8,1705.885132
7930,7,3,4,1,8,8,1,1705.896851
1560,2,1,2,1,8,8,1,1705.897705
2925,3,6,1,1,8,8,1,1705.898315
7941,7,6,1,3,4,8,8,1705.929565
2781,3,6,1,3,4,8,8,1705.929688
4861,4,6,3,3,4,8,8,1705.932007
9866,8,3,6,3,4,8,8,1705.936646
8931,8,7,2,3,8,8,1,1705.937744
9932,8,2,7,4,8,8,1,1705.958618
4927,4,8,5,4,8,8,1,1705.960205
6852,6,2,2,4,8,8,1,1705.96106
846,1,4,1,4,8,8,1,1705.961548
8567,7,8,8,5,8,8,1,1705.984863
5928,5,1,3,5,8,8,1,1705.987427
8227,7,7,4,4,4,8,8,1705.988159
3496,3,1,4,4,4,8,8,1705.988647
857,1,5,7,4,4,8,8,1705.993652
7853,7,6,8,6,8,8,1,1706.015381
142,1,4,5,5,4,8,8,1706.049683
6929,6,5,8,7,8,8,1,1706.050537
923,1,7,7,7,8,8,1,1706.051392
8854,8,4,6,7,8,8,1,1706.051758
8942,8,4,7,5,4,8,8,1706.053345
5564,5,2,6,8,8,8,1,1706.092651
1924,2,2,5,8,8,8,1,1706.09314
7489,6,5,4,8,8,8,1,1706.093506
8578,7,3,4,6,4,8,8,1706.112915
6863,6,8,7,6,4,8,8,1706.118042
9788,8,2,7,6,4,8,8,1706.118286
8730,7,3,1,1,2,6,5,1706.14502
1800,2,1,1,1,2,6,5,1706.145264
3725,3,6,8,1,2,6,5,1706.15625
934,1,4,5,7,4,8,8,1706.185425
3859,4,7,6,7,4,8,8,1706.187134
3165,3,6,2,2,2,6,5,1706.195313
4726,4,4,3,2,2,6,5,1706.196899
2801,3,5,7,2,2,6,5,1706.203735
4011,4,7,3,3,2,6,5,1706.24939
9731,8,7,6,3,2,6,5,1706.254395
7149,6,6,2,8,4,8,8,1706.258789
2859,3,7,3,8,4,8,8,1706.26001
2144,2,1,6,8,4,8,8,1706.265259
3802,4,3,5,4,2,6,5,1706.309814
722,1,3,7,5,2,6,5,1706.375122
2087,2,8,8,5,2,6,5,1706.377319
358,1,4,5,6,2,6,5,1706.437134
6728,6,1,7,6,2,6,5,1706.441284
8,1,1,8,6,2,6,5,1706.443848
9654,8,4,3,7,2,6,5,1706.505493
1723,2,7,5,7,2,6,5,1706.508667
2724,3,2,3,8,2,6,5,1706.583984
799,1,8,5,8,2,6,5,1706.586914
9094,8,4,5,8,2,6,5,1706.587158
5355,5,7,1,1,1,7,8,1706.900024
3990,4,4,2,2,1,7,8,1706.944946
1351,2,8,3,2,1,7,8,1706.945679
8995,8,7,4,2,1,7,8,1706.947266
7070,6,4,7,2,1,7,8,1706.953003
6356,6,2,6,3,1,7,8,1706.997314
2352,2,1,1,4,1,7,8,1707.039429
9996,8,2,2,4,1,7,8,1707.040405
427,1,7,5,4,1,7,8,1707.044678
8071,7,8,6,4,1,7,8,1707.046387
9072,8,1,1,5,1,7,8,1707.092285
5992,5,1,6,5,1,7,8,1707.099976
8358,7,4,3,6,1,7,8,1707.151855
5068,5,2,4,6,1,7,8,1707.153564
1988,2,2,8,6,1,7,8,1707.161865
6993,6,5,1,7,1,7,8,1707.210938
7434,6,3,1,7,1,7,8,1707.21106
2989,3,6,4,8,1,7,8,1707.282104
9359,8,8,8,8,1,7,8,1707.290649
6885,6,6,1,1,6,8,6,1708.045288
7600,7,1,5,1,6,8,6,1708.050293
3805,4,6,6,1,6,8,6,1708.051514
8810,8,3,8,1,6,8,6,1708.055176
4520,4,1,6,2,6,8,6,1708.105103
7886,7,4,6,3,6,8,6,1708.162842
8887,8,8,4,4,6,8,6,1708.222168
5807,5,8,6,4,6,8,6,1708.225464
9885,8,6,1,1,3,6,4,1708.263794
4230,4,4,1,1,3,6,4,1708.26416
6805,6,6,3,1,3,6,4,1708.266357
1803,2,7,2,5,6,8,6,1708.288574
6522,6,3,3,5,6,8,6,1708.290039
4442,4,3,7,5,6,8,6,1708.296387
5595,5,7,2,2,3,6,4,1708.317017
876,1,2,2,2,3,6,4,1708.317505
590,1,4,7,2,3,6,4,1708.325439
7520,7,1,7,2,3,6,4,1708.325439
9888,8,1,2,6,6,8,6,1708.364136
6808,6,1,4,6,6,8,6,1708.366821
4883,4,7,7,6,6,8,6,1708.371704
1591,2,8,6,3,3,6,4,1708.37915
8807,8,8,7,4,3,6,4,1708.44165
6596,6,2,8,4,3,6,4,1708.444336
7809,7,5,2,7,6,8,6,1708.447144
879,1,8,3,7,6,8,6,1708.44812
593,1,5,8,7,6,8,6,1708.45752
6300,6,2,1,1,1,6,6,1708.459595
4935,4,8,2,1,1,6,6,1708.460083
6860,6,2,6,1,1,6,6,1708.466919
9522,8,3,1,5,3,6,4,1708.497437
7597,7,6,4,5,3,6,4,1708.501343
2878,3,4,5,5,3,6,4,1708.503296
9524,8,2,7,8,6,8,6,1708.547607
7861,7,6,4,3,1,6,6,1708.559692
931,1,7,5,3,1,6,6,1708.561401
5936,5,1,7,3,1,6,6,1708.565552
513,1,5,1,6,3,6,4,1708.567993
1668,2,2,2,6,3,6,4,1708.569336
3593,3,5,6,6,3,6,4,1708.575806
7883,7,7,8,6,3,6,4,1708.580444
1932,2,2,3,4,1,6,6,1708.611938
8598,7,4,2,7,3,6,4,1708.646118
5959,5,8,4,7,3,6,4,1708.648682
7497,6,5,1,5,1,6,6,1708.666138
3297,3,5,2,5,1,6,6,1708.66748
7938,7,3,1,6,1,6,6,1708.727905
1568,2,1,6,6,1,6,6,1708.735962
4858,4,3,6,6,1,6,6,1708.735962
9863,8,8,8,6,1,6,6,1708.740479
5859,5,7,1,7,1,6,6,1708.794312
3934,4,4,4,7,1,6,6,1708.79895
854,1,4,8,7,1,6,6,1708.807739
8939,8,7,6,8,1,6,6,1708.875
2535,3,8,3,1,3,5,1,1710.958496
3250,3,3,4,1,3,5,1,1710.960571
8905,8,5,5,1,3,5,1,1710.961914
5825,5,5,7,1,3,5,1,1710.965698
1535,2,8,8,1,3,5,1,1710.967651
4615,4,8,6,2,3,5,1,1711.018921
9620,8,2,8,2,3,5,1,1711.023682
5616,5,1,1,3,3,5,1,1711.071655
611,1,7,8,3,3,5,1,1711.083252
7827,7,7,3,4,3,5,1,1711.137695
6903,6,8,1,5,3,5,1,1711.203979
8542,7,4,4,5,3,5,1,1711.20874
6253,6,6,5,5,3,5,1,1711.210449
6617,6,5,6,5,3,5,1,1711.212402
9542,8,4,6,5,3,5,1,1711.212402
2613,3,6,2,6,3,5,1,1711.280762
7254,6,4,1,7,3,5,1,1711.36145
9179,8,7,8,7,3,5,1,1711.37439
1898,2,3,8,7,3,5,1,1711.374512
8464,7,1,5,8,3,5,1,1711.457153
6825,6,5,2,1,1,4,1,1712.895752
2380,2,2,4,1,1,4,1,1712.898926
455,1,8,7,1,1,4,1,1712.903931
3381,3,6,3,2,1,4,1,1712.949707
1820,2,2,6,2,1,4,1,1712.955078
9387,8,7,1,4,1,4,1,1713.062988
2457,2,5,1,4,1,4,1,1713.063477
4980,4,2,2,1,5,6,1,1713.067139
7410,6,3,2,1,5,6,1,1713.067139
2821,3,6,5,4,1,4,1,1713.06958
2405,2,6,6,1,5,6,1,1713.07251
3615,3,8,3,2,5,6,1,1713.125732
8620,7,2,5,2,5,6,1,1713.129272
1690,2,3,6,2,5,6,1,1713.130859
7462,6,4,4,5,1,4,1,1713.132568
742,1,4,4,5,1,4,1,1713.13269
6695,6,8,8,2,5,6,1,1713.134521
5747,5,7,8,5,1,4,1,1713.141235
2691,3,7,1,3,5,6,1,1713.186157
9828,8,2,1,6,1,4,1,1713.197876
8463,7,8,2,6,1,4,1,1713.198608
3458,3,3,6,6,1,4,1,1713.206299
9412,8,2,5,4,5,6,1,1713.26001
6332,6,2,7,4,5,6,1,1713.263672
1743,2,8,3,7,1,4,1,1713.275757
4459,4,7,4,7,1,4,1,1713.277588
1379,2,7,6,7,1,4,1,1713.281616
5617,5,5,3,5,5,6,1,1713.330688
403,1,7,6,5,5,6,1,1713.335571
9464,8,1,7,8,1,4,1,1713.366333
6058,5,3,4,6,5,6,1,1713.413086
4693,4,6,5,6,5,6,1,1713.414551
1613,2,6,7,6,5,6,1,1713.418701
8334,7,4,1,7,5,6,1,1713.497681
9698,8,3,7,7,5,6,1,1713.507568
4850,4,3,8,1,8,8,2,1714.71582
6775,6,8,6,1,8,8,2,1714.717773
5410,5,3,4,1,8,8,2,1714.71875
5851,5,7,4,2,8,8,2,1714.736938
7776,7,1,1,2,8,8,2,1714.737915
2771,3,7,8,3,8,8,2,1714.754517
6411,6,7,2,3,8,8,2,1714.757935
482,1,3,8,4,8,8,2,1714.7771
1847,2,8,6,5,8,8,2,1714.804688
9778,8,3,4,5,8,8,2,1714.805298
3772,4,2,4,5,8,8,2,1714.80542
6750,6,4,1,1,4,6,3,1714.827026
2460,2,2,1,1,4,6,3,1714.827271
1693,2,6,4,6,8,8,2,1714.834961
4773,4,6,2,7,8,8,2,1714.869385
745,1,5,5,2,4,6,3,1714.887085
3670,3,4,6,2,4,6,3,1714.888916
5774,5,4,7,8,8,8,2,1714.90686
769,1,5,4,8,8,8,2,1714.908325
3849,4,5,3,8,8,8,2,1714.908569
6387,6,7,3,4,4,6,3,1715.00647
8752,8,1,4,4,4,6,3,1715.008423
8102,7,4,6,4,4,6,3,1715.011719
1382,2,4,7,4,4,6,3,1715.013794
7037,6,6,8,4,4,6,3,1715.015991
4462,4,4,5,5,4,6,3,1715.078979
5672,5,1,6,5,4,6,3,1715.080933
458,1,3,8,6,4,6,3,1715.160767
3384,3,1,1,7,4,6,3,1715.230835
1823,2,8,7,7,4,6,3,1715.240356
8389,7,6,4,8,4,6,3,1715.324951
2825,3,5,8,1,6,7,3,1715.917236
6465,6,5,2,2,6,7,3,1715.965332
6906,6,3,2,2,6,7,3,1715.965576
4540,4,2,4,2,6,7,3,1715.968018
9545,8,5,7,2,6,7,3,1715.972656
1435,2,7,4,1,1,5,4,1715.990356
2800,3,1,4,1,1,5,4,1715.990845
7805,7,6,6,1,1,5,4,1715.994019
7466,6,3,7,3,6,7,3,1716.034912
3801,4,5,2,2,1,5,4,1716.037231
360,1,1,1,1,4,7,6,1716.059204
4650,4,3,2,1,4,7,6,1716.060181
1725,2,6,3,1,4,7,6,1716.061157
7730,7,3,8,1,4,7,6,1716.06958
8806,8,4,4,3,1,5,4,1716.093018
7257,6,5,2,4,6,7,3,1716.094727
4177,4,5,4,4,6,7,3,1716.097412
9832,8,1,4,4,6,7,3,1716.097534
801,1,5,1,2,4,7,6,1716.109863
8445,7,6,2,2,4,7,6,1716.110718
3440,3,1,6,2,4,7,6,1716.116821
9095,8,8,7,2,4,7,6,1716.118164
9807,8,8,2,4,1,5,4,1716.145874
357,1,6,2,4,1,5,4,1716.146484
4802,4,3,7,4,1,5,4,1716.155518
3462,3,4,3,5,6,7,3,1716.1698
8467,7,7,5,5,6,7,3,1716.172363
8442,7,3,1,5,1,5,4,1716.206055
1722,2,3,2,5,1,5,4,1716.207397
3878,4,4,8,5,1,5,4,1716.218994
6652,6,2,3,4,4,7,6,1716.226196
8732,7,2,6,4,4,7,6,1716.230957
7543,7,8,3,6,6,7,3,1716.250122
8908,8,2,6,6,6,7,3,1716.255371
5828,5,2,8,6,6,7,3,1716.259644
4438,4,4,4,6,1,5,4,1716.275879
1647,2,8,1,5,4,7,6,1716.287231
5442,5,3,3,5,4,7,6,1716.290405
2803,3,7,5,5,4,7,6,1716.293091
7367,6,8,8,5,4,7,6,1716.299316
4618,4,3,3,7,6,7,3,1716.339844
6829,6,6,6,7,6,7,3,1716.344604
798,1,4,3,7,1,5,4,1716.345093
2723,3,7,7,7,1,5,4,1716.352783
7093,6,6,4,6,4,7,6,1716.361328
5728,5,1,4,6,4,7,6,1716.361572
1438,2,4,5,6,4,7,6,1716.363159
7808,7,1,7,6,4,7,6,1716.367065
5439,5,8,2,8,1,5,4,1716.420166
3724,3,2,6,8,1,5,4,1716.427612
1799,2,8,8,8,1,5,4,1716.432617
723,1,7,2,7,4,7,6,1716.434814
8544,7,1,2,8,6,7,3,1716.437744
9369,8,5,1,8,4,7,6,1716.5177
7785,7,5,1,1,3,7,7,1717.271973
9150,8,4,3,1,3,7,7,1717.274414
6575,6,8,7,1,3,7,7,1717.280518
9865,8,5,4,2,3,7,7,1717.323608
1570,2,3,4,2,3,7,7,1717.323853
7576,7,1,5,2,3,7,7,1717.325439
3936,4,1,2,3,3,7,7,1717.372803
856,1,1,4,3,3,7,7,1717.375488
2011,2,7,5,3,3,7,7,1717.376587
646,1,4,6,3,3,7,7,1717.378662
1856,2,1,7,3,3,7,7,1717.380615
8577,7,5,1,4,3,7,7,1717.426636
2571,3,7,3,4,3,7,7,1717.428955
3221,3,6,8,4,3,7,7,1717.438354
5938,5,3,6,6,3,7,7,1717.55896
4573,4,6,4,7,3,7,7,1717.625977
7148,6,2,6,7,3,7,7,1717.629639
6939,6,7,1,8,3,7,7,1717.699097
1219,1,7,4,8,3,7,7,1717.703247
7499,6,7,7,8,3,7,7,1717.709106
225,1,5,1,1,2,5,3,1718.29895
875,1,7,6,1,2,5,3,1718.30603
1590,2,4,3,2,2,5,3,1718.353638
6595,6,7,5,2,2,5,3,1718.356323
4670,4,4,8,2,2,5,3,1718.362915
666,1,3,1,3,2,5,3,1718.40686
5307,5,7,3,4,2,5,3,1718.46875
7882,7,3,6,4,2,5,3,1718.474365
7232,6,1,7,4,2,5,3,1718.476563
1953,2,5,1,5,2,5,3,1718.530884
6672,6,1,2,5,2,5,3,1718.532349
3592,3,1,3,5,2,5,3,1718.533813
1303,2,8,5,5,2,5,3,1718.536499
1667,2,7,7,5,2,5,3,1718.541016
2668,3,2,5,6,2,5,3,1718.606812
7673,7,5,7,7,2,5,3,1718.686646
4229,4,6,8,7,2,5,3,1718.689331
589,1,6,5,8,2,5,3,1718.764893
8674,7,3,5,8,2,5,3,1718.764893
5594,5,3,7,8,2,5,3,1718.769409
8755,8,7,5,1,7,8,5,1720.137085
5675,5,7,7,1,7,8,5,1720.140259
670,1,4,5,2,7,8,5,1720.193359
9316,8,2,3,3,7,8,5,1720.251587
5311,5,8,4,3,7,8,5,1720.252319
7677,7,6,1,4,7,8,5,1720.31543
3232,3,1,4,4,7,8,5,1720.319214
1307,2,7,6,4,7,8,5,1720.321899
6753,6,5,2,5,7,8,5,1720.389404
2672,3,1,8,5,7,8,5,1720.398926
4233,4,5,2,6,7,8,5,1720.469727
3673,3,5,3,7,7,8,5,1720.560181
9679,8,8,5,7,7,8,5,1720.562622
4674,4,3,2,8,7,8,5,1720.658691
6599,6,8,6,8,7,8,5,1720.664185
8314,7,3,6,8,7,8,5,1720.664429
6389,6,6,8,8,7,8,5,1720.668823
1515,2,7,2,1,5,7,5,1720.695313
7885,7,6,3,1,5,7,5,1720.696655
9600,8,1,3,1,5,7,5,1720.696899
305,1,5,8,1,5,7,5,1720.704834
1956,2,2,2,3,5,7,5,1720.807495
4882,4,3,5,4,5,7,5,1720.874268
4232,4,1,6,4,5,7,5,1720.876099
878,1,4,7,5,5,7,5,1720.946533
5597,5,6,8,5,5,7,5,1720.94873
8522,7,3,8,5,5,7,5,1720.94873
6234,5,3,3,8,5,7,5,1721.187256
7444,6,2,4,8,5,7,5,1721.188721
5519,5,8,6,8,5,7,5,1721.191895
5850,5,3,1,1,7,7,1,1722.221313
1405,2,6,3,1,7,7,1,1722.223145
5200,5,1,5,1,7,7,1,1722.225952
7775,7,8,8,1,7,7,1,1722.230591
9490,8,3,4,2,7,7,1,1722.284668
6851,6,7,7,2,7,7,1,1722.289063
3771,4,7,1,3,7,7,1,1722.346191
481,1,5,5,3,7,7,1,1722.35144
5486,5,4,7,3,7,7,1,1722.354858
1846,2,4,4,4,7,7,1,1722.421509
6487,6,8,5,5,7,7,1,1722.500854
4772,4,2,7,5,7,7,1,1722.504883
7488,6,1,1,6,7,7,1,1722.582642
768,1,1,2,6,7,7,1,1722.58374
8853,8,6,3,6,7,7,1,1722.584595
4408,4,1,5,6,7,7,1,1722.587891
2483,2,7,8,6,7,7,1,1722.593628
