Evaluation Data,,,,,,
Evaluation Index,Label 1,Label 2,Label 3,Label 4,Label 5,Response 1
497,3,3,4,3,1,1951.2854
637,4,4,4,3,1,1951.2854
407,3,5,4,3,1,1951.285522
532,3,1,3,3,1,1951.285767
952,5,1,3,3,1,1951.285767
112,1,1,3,3,1,1951.285889
742,4,3,3,3,1,1951.285889
427,3,5,3,3,1,1951.286011
547,3,4,3,3,1,1951.286011
7,1,5,3,3,1,1951.286133
442,3,2,2,3,1,1951.286255
672,4,1,2,3,1,1951.286255
897,5,3,2,3,1,1951.286255
42,1,2,2,3,1,1951.286377
217,2,4,2,3,1,1951.286377
357,2,4,2,3,1,1951.286377
847,5,5,2,3,1,1951.286377
987,5,5,2,3,1,1951.286377
792,4,1,1,3,1,1951.286621
882,5,2,1,3,1,1951.286621
162,1,2,1,3,1,1951.286743
252,2,2,1,3,1,1951.286743
462,3,3,1,3,1,1951.286743
777,4,3,1,3,1,1951.286743
57,1,4,1,3,1,1951.286865
147,1,4,1,3,1,1951.286865
567,3,5,1,3,1,1951.286865
687,4,5,1,3,1,1951.286865
548,3,1,5,4,2,1964.865845
233,2,3,5,4,2,1964.865967
428,3,2,5,4,2,1964.865967
953,5,4,5,4,2,1964.865967
23,1,5,5,4,2,1964.866089
323,2,4,5,4,2,1964.866089
863,5,5,5,4,2,1964.866089
128,1,1,4,4,2,1964.866455
218,2,2,4,4,2,1964.866455
268,2,1,4,4,2,1964.866455
673,4,3,4,4,2,1964.866455
758,4,3,4,4,2,1964.866455
533,3,4,4,4,2,1964.866577
653,4,4,4,4,2,1964.866577
43,1,5,4,4,2,1964.866699
443,3,5,4,4,2,1964.866699
58,1,2,3,4,2,1964.866943
688,4,1,3,4,2,1964.866943
778,4,2,3,4,2,1964.866943
898,5,2,3,4,2,1964.866943
373,2,4,3,4,2,1964.867065
478,3,3,3,4,2,1964.867065
463,3,5,3,4,2,1964.867188
568,3,1,2,4,2,1964.86731
618,4,2,2,4,2,1964.86731
708,4,1,2,4,2,1964.86731
78,1,3,2,4,2,1964.867432
723,4,4,2,4,2,1964.867432
793,4,3,2,4,2,1964.867432
933,5,4,2,4,2,1964.867432
163,1,4,2,4,2,1964.867554
303,2,5,2,4,2,1964.867554
288,2,1,1,4,2,1964.867676
408,3,1,1,4,2,1964.867676
918,5,3,1,4,2,1964.867676
198,1,2,1,4,2,1964.867798
513,3,3,1,4,2,1964.867798
813,5,4,1,4,2,1964.867798
183,1,5,1,4,2,1964.86792
584,3,1,5,5,3,1981.003784
674,4,2,5,5,3,1981.003784
44,1,2,5,5,3,1981.003906
269,2,4,5,5,3,1981.003906
374,2,3,5,5,3,1981.003906
494,3,3,5,5,3,1981.003906
689,4,3,5,5,3,1981.003906
899,5,4,5,5,3,1981.003906
59,1,5,5,5,3,1981.004028
779,4,5,5,5,3,1981.004028
934,5,2,4,5,3,1981.004272
164,1,1,4,5,3,1981.004395
794,4,2,4,5,3,1981.004395
479,3,5,4,5,3,1981.004517
619,4,5,4,5,3,1981.004517
4,1,1,3,5,3,1981.004761
304,2,1,3,5,3,1981.004761
724,4,1,3,5,3,1981.004761
94,1,3,3,5,3,1981.004883
289,2,3,3,5,3,1981.004883
409,3,3,3,5,3,1981.004883
829,5,4,3,5,3,1981.004883
24,1,1,2,5,3,1981.005127
129,1,3,2,5,3,1981.005249
249,2,4,2,5,3,1981.005249
339,2,4,2,5,3,1981.005249
514,3,2,2,5,3,1981.005249
534,3,3,2,5,3,1981.005249
654,4,3,2,5,3,1981.005249
739,4,4,2,5,3,1981.005249
919,5,5,2,5,3,1981.005249
969,5,3,2,5,3,1981.005249
109,1,4,2,5,3,1981.005371
199,1,5,2,5,3,1981.005371
234,2,2,1,5,3,1981.005493
354,2,2,1,5,3,1981.005493
444,3,2,1,5,3,1981.005493
864,5,1,1,5,3,1981.005493
984,5,1,1,5,3,1981.005493
549,3,4,1,5,3,1981.005615
759,4,5,1,5,3,1981.005615
8,1,1,5,4,1,2043.884155
98,1,2,5,4,1,2043.884155
638,4,3,5,4,1,2043.884155
728,4,1,5,4,1,2043.884155
833,5,3,5,4,1,2043.884155
413,3,4,5,4,1,2043.884277
743,4,5,5,4,1,2043.884277
203,2,5,5,4,1,2043.884399
308,2,1,4,4,1,2043.884644
448,3,1,4,4,1,2043.884644
848,5,1,4,4,1,2043.884644
938,5,2,4,4,1,2043.884644
113,1,3,4,4,1,2043.884766
518,3,2,4,4,1,2043.884766
133,1,4,4,4,1,2043.884888
623,4,5,4,4,1,2043.884888
868,5,1,3,4,1,2043.885132
988,5,2,3,4,1,2043.885132
148,1,1,3,4,1,2043.885254
238,2,3,3,4,1,2043.885254
358,2,3,3,4,1,2043.885254
553,3,3,3,4,1,2043.885254
343,2,5,3,4,1,2043.885376
763,4,5,3,4,1,2043.885376
883,5,5,3,4,1,2043.885376
28,1,2,2,4,1,2043.88562
168,1,1,2,4,1,2043.88562
658,4,2,2,4,1,2043.88562
798,4,3,2,4,1,2043.88562
973,5,4,2,4,1,2043.88562
253,2,4,2,4,1,2043.885742
393,2,3,2,4,1,2043.885742
483,3,4,2,4,1,2043.885742
273,2,3,1,4,1,2043.885986
378,2,2,1,4,1,2043.885986
498,3,2,1,4,1,2043.885986
588,3,1,1,4,1,2043.885986
603,4,5,1,4,1,2043.886108
693,4,4,1,4,1,2043.886108
903,5,5,1,4,1,2043.886108
63,1,5,1,4,1,2043.88623
134,1,2,5,5,2,2066.806885
464,3,1,5,5,2,2066.806885
764,4,2,5,5,2,2066.806885
149,1,4,5,5,2,2066.807129
239,2,5,5,5,2,2066.807129
359,2,5,5,5,2,2066.807129
869,5,4,5,5,2,2066.807129
989,5,4,5,5,2,2066.807129
484,3,1,4,5,2,2066.807373
884,5,1,4,5,2,2066.807373
974,5,3,4,5,2,2066.807373
29,1,4,4,5,2,2066.807617
79,1,5,4,5,2,2066.807617
254,2,3,4,5,2,2066.807617
394,2,2,4,5,2,2066.807617
569,3,4,4,5,2,2066.807617
659,4,4,4,5,2,2066.807617
184,1,1,3,5,2,2066.807861
274,2,2,3,5,2,2066.807861
814,5,3,3,5,2,2066.807861
904,5,1,3,5,2,2066.807861
169,1,3,3,5,2,2066.808105
499,3,5,3,5,2,2066.808105
709,4,4,3,5,2,2066.808105
114,1,2,2,5,2,2066.80835
429,3,4,2,5,2,2066.80835
519,3,5,2,5,2,2066.80835
604,4,2,2,5,2,2066.80835
744,4,1,2,5,2,2066.80835
324,2,1,1,5,2,2066.808594
379,2,5,2,5,2,2066.808594
414,3,3,1,5,2,2066.808594
624,4,1,1,5,2,2066.808594
729,4,4,1,5,2,2066.808594
849,5,3,1,5,2,2066.808594
954,5,2,1,5,2,2066.808594
9,1,3,1,5,2,2066.808838
219,2,5,1,5,2,2066.808838
309,2,4,1,5,2,2066.808838
639,4,5,1,5,2,2066.808838
14,1,3,5,5,1,2148.001709
224,2,1,5,5,1,2148.001709
449,3,3,5,5,1,2148.001709
554,3,2,5,5,1,2148.001709
644,4,1,5,5,1,2148.001709
854,5,3,5,5,1,2148.001709
539,3,5,5,5,1,2148.001953
959,5,5,5,5,1,2148.001953
329,2,3,4,5,1,2148.002197
344,2,1,4,5,1,2148.002197
434,3,2,4,5,1,2148.002197
749,4,4,4,5,1,2148.002197
889,5,4,4,5,1,2148.002197
119,1,5,4,5,1,2148.002441
799,4,5,4,5,1,2148.002441
49,1,3,3,5,1,2148.002686
154,1,2,3,5,1,2148.002686
259,2,4,3,5,1,2148.002686
364,2,2,3,5,1,2148.002686
469,3,4,3,5,1,2148.002686
574,3,3,3,5,1,2148.002686
589,3,4,3,5,1,2148.002686
694,4,3,3,5,1,2148.002686
994,5,2,3,5,1,2148.002686
64,1,1,2,5,1,2148.00293
204,2,1,2,5,1,2148.00293
679,4,5,3,5,1,2148.00293
784,4,1,2,5,1,2148.00293
834,5,2,2,5,1,2148.00293
924,5,2,2,5,1,2148.00293
294,2,2,2,5,1,2148.003174
399,2,5,2,5,1,2148.003174
609,4,3,2,5,1,2148.003174
939,5,5,2,5,1,2148.003174
84,1,1,1,5,1,2148.003418
99,1,4,1,5,1,2148.003418
189,1,4,1,5,1,2148.003418
504,3,1,1,5,1,2148.003418
714,4,2,1,5,1,2148.003418
819,5,4,1,5,1,2148.003418
